"title","field_expo_lieu_value","field_expo_type_value","field_expo_dates_value","field_expo_dates_value2","field_expo_curator_value","field_expo_code_value","field_expo_note_value","field_expo_sous_titre_value","field_oeuvre_adresse_web_url","filenames"
"Inside, Art and Science","Cordoaria Nacional, Rua Da Junqueira 342, Lisbonne (POR)","groupe","2009-09-24T00:00:00","2009-11-24T00:00:00","Torreão Nascente da Cordoaria Nacional","2009-E-LISBONNE","Inside (Art et Sciences) est la première exposition au Portugal ayant pour thème l'art et la science au XXº Siècle.
Du 24 Septembre au 24 Novembre, à la Galerie du Torreão Nascente da Cordoaria Nacional, l'exposition réunit 22 artistes qui sous différentes formes et moyens fondent leurs oeuvres sur la science, de la biologie à la science artificielle ou la robotique.",NULL,NULL,NULL
"Institut Français","Institut Français, Londres","groupe","1983-01-01T00:00:00","1983-01-01T00:00:00",NULL,"1983-E-LONDRES",NULL,NULL,NULL,NULL
"Intangible Space","Galerie Puerta Roja, 1/F SOHO 189 Art Lane, 189 Queen’s Road West, Sheung Wan, Hong Kong (HKG)","groupe","2016-05-12T00:00:00","2016-06-30T00:00:00","Galerie Puerta Roja","2016-E-HONGKONG(INTSPACE)","Puerta Roja is pleased to present for the first time in Asia the works of bamboo sculptor, Laurent Martin “Lo” and the return of renowned digital artist Miguel Chevalier in it’s upcoming exhibition “Intangible Space”, opening on 12 May 2016 as part of Le French May’s 2016 programme.
The exhibition searches for an in-depth dialogue between virtual and physical territories, natural and artificial constructions; it explores the ways in which different artistic mediums: virtual projections, 2D and 3D digital prints and sculptures create new incorporeal spaces and challenge our perception of what is tangible and real.
The three-dimensionality in Lo’s gravity-defying bamboo sculptures re-define our understanding of the space and the reality within. The structures swing in the air, drawing curves of harmony like the gracious strokes of Chinese calligraphy. His creations immerse the viewer in the physical and sensorial virtues of the bamboo. Closely bound to the forces of nature, Lo starts shaping each sculpture manipulating living bamboo. Following the knots and fibres of the plant, the sculptures’ structure is shaped using tension and fishing rods. The bamboo is then dried for months, exposed to the strong Mediterranean elements. This intervention is the basis for the final pieces which are constructed with the organic material, fishing lines and metal and ceramic weights. Like Calder’s mobiles, the sculptures follow strict mathematical laws of movement and balance. His manipulation of the bamboo plants from solid canes to thin and articulating contours, creates mobile sculptures where the artwork consists of not only the bamboo itself, but also the intangible hollow space within and the shadows and silhouettes they project. A fragile harmony is achieved through opposites: flexibility and strength, fullness and void, light and shadow, movement and quietness.
In the case of Miguel Chevalier, his virtual works also relate back to the essence of the natural world and the life cycle. The movement in the generative digital works derives from the DNA of constantly changing and evolving flowers. Whilst most of the artist’s works are often large-scale, the exhibition will present more intimate observations transposed within a digital universe. The process of developing computer-created coloured plant forms is in fact directed by software conceived specifically by the artist. Miguel Chevalier creates \"virtual seeds\", allowing them to grow, come to fruition, die, and be reborn – giving birth to an infinite variety of forms and landscapes in a generative virtual reality. Beyond their aesthetic and playful qualities, the works question both the status of the work of art in the digital era and the stakes involved with genetic manipulation. Nothing can predict what these “fractal flowers” might produce, free as they are to infinitely cross and reproduce, constantly transforming, never repeating. The idea of intangibility is questioned not only in light of their virtual nature, but also as the images flourish for the first and last time, never to reappear in the physical world.

Le vernissage eut lieu le jeudi 12 mai, de 18h00 à 21h00.","Miguel Chevalier et Laurent Martin \"LO\"",NULL,"2016-e-hongkongintspace5.png,2016-e-hongkongintspace4.png,2016-e-hongkongintspace2.png,2016-e-hongkongintspace3.png,2016-e-hongkongintspace1.png"
"Interconnexion FRANKFURT","Galerie Jade, Colmar - International art fair, Frankfurt","perso","1989-04-21T00:00:00","1989-04-26T00:00:00","Galerie Jade, Colmar","1989-E-FRANKFURT","-","-",NULL,NULL
"Interconnexions LEVALLOIS","Centre d'art contemporain La Base, Levallois-Perret (FRA)","perso","1990-03-30T00:00:00","1990-05-06T00:00:00","Centre d'art contemporain La Base","1990-E-LEVALLOISPERRETBASE","-","-",NULL,NULL
"Interface","Galerie Karin Sachs, Buttermelcherstr. 16, 8000 München 5","perso","1993-01-27T00:00:00","1993-02-27T00:00:00","Karin Sachs","1993-E-MUENCHENSACHS","Le vernissage eut lieu le 26/01/1993 de 18.00 à 21.00 heures.",NULL,NULL,"1993-e-munchenvitv.jpg"
"Interface","Hôpital Ephémère, 2 rue Carpeaux, 75018 Paris (FRA)","perso","1992-06-19T00:00:00","1992-07-19T00:00:00",NULL,"1992-E-PARISHOPITAL",NULL,NULL,NULL,"1992-e-parishopital.jpg,1992-e-parisephemerev.jpg"
"Interférences","Nex & Com Santé, 27-29 rue des poissonniers - 92200 Neuilly-sur-Seine (FRA)","perso","1999-03-18T00:00:00","1999-09-20T00:00:00",NULL,"1999-E-NEUILLYSURSEINE",NULL,NULL,NULL,NULL
"International art exposition","Galerie Jade, Chicago (USA)","groupe","1990-01-01T00:00:00","1990-01-01T00:00:00",NULL,"1990-E-CHICAGO",NULL,NULL,NULL,NULL
"International art fair","Galerie Jade, Basel (CHE)","groupe","1990-01-01T00:00:00","1990-01-01T00:00:00",NULL,"1990-E-BASEL",NULL,NULL,NULL,NULL
"International art fair","Galerie Jade, Frankfurt (DEU)","groupe","1990-01-01T00:00:00","1990-01-01T00:00:00",NULL,"1990-E-FRANKFURT",NULL,NULL,NULL,NULL
"ISEA 2000","Espace Landowski, Boulogne-Billancourt (FRA)","groupe","2000-01-01T00:00:00","2000-01-01T00:00:00",NULL,"2000-E-BOULOGNEBILLANCOURT",NULL,NULL,NULL,NULL
"Itinéraire 90","Hôtel de Ville, Levallois-Perret (FRA)","groupe","1990-01-01T00:00:00","1990-01-01T00:00:00",NULL,"1990-E-LEVALLOISPERRETHVILLE",NULL,NULL,NULL,NULL
"Ivry","Atelier Ivry","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2010-E-IVRYVBINAIRE","-","-",NULL,"2010-e-ivryvbinaire-4.jpg,2010-e-ivryvbinaire-3.jpg,2010-e-ivryvbinaire-2.jpg,2010-e-ivryvbinaire-1.jpg"
"Jardins demain","Hôtel de ville, Paris (FRA)","groupe","2007-01-01T00:00:00","2007-01-01T00:00:00",NULL,"2007-E-PARISHDEVILLE",NULL,NULL,NULL,"2007-e-parishdeville-1.jpg,2007-e-parishdeville-2.jpg"
"Joint venture","AT Kearney, Paris (FRA)","groupe","2001-01-01T00:00:00","2001-01-01T00:00:00",NULL,"2001-E-PARISKEARNEY",NULL,NULL,NULL,NULL
"Kinetic Fields","Opera gallery, 791 Madison Avenue, New York, NY 10065 (USA)","groupe","2017-02-01T00:00:00","2017-02-05T00:00:00","Opera Gallery","2017-E-OPERANEWYORK","Artistes: Miguel CHEVALIER, Fabrizio PLESSI, Lee Lee NAM, Pascal HAUDRESSY, Liu DAO, Han JINPENG, Pia MYrvoLD, Julian OPIE, Nam June PAIK",NULL,NULL,NULL
"Kosice","Kosice","perso","1950-01-01T00:00:00","1950-01-01T00:00:00",NULL,"2011-E-KOSICE",NULL,NULL,NULL,"2011-e-kosice-4.jpg,2011-e-kosice-3.jpg,2011-e-kosice-2.jpg,2011-e-kosice-1.jpg"
"L'Art à la plage","Galerie Navarra, Saint-Tropez (FRA)","groupe","1994-01-01T00:00:00","1994-01-01T00:00:00",NULL,"1994-E-STTROPEZ",NULL,NULL,NULL,NULL
"L'Art décodé","Galerie Stéphane de Beyrie, Paris (FRA)","groupe","1990-01-01T00:00:00","1990-01-01T00:00:00",NULL,"1990-E-PARISBEYRIE",NULL,NULL,NULL,NULL
"L'Art emmêlé","Hôtel de Ville, Paris (FRA)","groupe","2003-01-01T00:00:00","2003-01-01T00:00:00",NULL,"2003-E-PARISHVILLE",NULL,NULL,NULL,NULL
"L'art vidéo","Musée du Château, Montbéliard","groupe","1988-01-01T00:00:00","1988-01-01T00:00:00","-","1988-E-MONTBELIARDCHATEAU","-",NULL,NULL,NULL
"L'envolée du courrier","Atelier Ivry","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2008-E-IVRYENVOLEE","-","-",NULL,"2008-e-ivryenvolee-1.jpg,2008-e-ivryenvolee-2.jpg,2008-e-ivryenvolee-3.jpg,2008-e-ivryenvolee-4.jpg,2008-e-ivryenvolee-5.jpg,2008-e-ivryenvolee-6.jpg"
"L'Estampe en France","Cultural center inter-american development bank, Washington (USA)","groupe","1999-01-01T00:00:00","1999-01-01T00:00:00",NULL,"1999-E-WASHINGTON",NULL,NULL,NULL,NULL
"L'im-matériel, galerie épisodique","Galerie épisodique, 1 rue des Nanettes, 75011 - Paris (FRA)","groupe","2016-12-08T00:00:00","2017-01-07T00:00:00","Jonathan Taieb et Gaya Goldcymer","2016-E-PARISEPISODIQUE","-","-",NULL,NULL
"L'invention du monde","Centre Georges Pompidou, Paris (FRA)","groupe","2003-01-01T00:00:00","2003-01-01T00:00:00",NULL,"2003-E-PARISPOMPIDOU",NULL,NULL,NULL,NULL
"L'oeil de la machine 2019","Musée Ingres Bourdelle, 19 rue de l'Hôtel de ville, 82000 Montauban","perso","2019-12-14T00:00:00","2019-12-15T00:00:00",NULL,"2019-E-MONTAUBAN",NULL,NULL,NULL,NULL
"L'original multiple","Bibliothèque nationale de France, Paris (FRA)","groupe","2005-01-01T00:00:00","2005-01-01T00:00:00",NULL,"2005-E-PARISBNF",NULL,NULL,NULL,NULL
"L'Origine du Monde","Grand Palais, Art Paris Art Fair, Paris","groupe","2014-03-26T00:00:00","2014-03-29T00:00:00",NULL,"2014-E-PARISGPALAIS","Projection sur la façade du Grand Palais, Art Paris Art Fair",NULL,NULL,NULL
"La 5e Nuit des jeunes créateurs","Palais des Congrès de Paris, Paris (FRA)","groupe","1991-01-01T00:00:00","1991-01-01T00:00:00",NULL,"1991-E-PARISPCONGRES",NULL,NULL,NULL,NULL
"La Croisée des Réseaux","Bourse de Commerce de Paris, Paris (FRA)","perso","2003-10-04T00:00:00","2003-10-05T00:00:00",NULL,"2003-E-PARISBOURSECOMM","Exposition dans le cadre de \"Nuit blanche\" à Paris (04/10/2003).",NULL,NULL,"2003-e-parisbcommerce-2.jpg,2003-e-parisbcommerce-3.jpg,2003-e-parisbcommerce-4.jpg,2003-e-parisbcommerce-5.jpg,2003-e-parisbcommerce-1.jpg"
"La force de l'esprit","Espace Pierre Cardin, Paris (FRA)","groupe","2002-01-01T00:00:00","2002-01-01T00:00:00",NULL,"2002-E-PARISCARDIN",NULL,NULL,NULL,NULL
"La ligne d'ombre parfois se brise...","Galerie Lélia Mordoch, 50 rue Mazarine 75006 Paris (FRA)","groupe","2017-01-26T00:00:00","2017-03-18T00:00:00","Galerie Lélia Mordoch","2017-E-PARISMORDOCH","Artistes: Miguel CHEVALIER, Horacio GARCIA ROSSI, Julio LE PARC, Jean-Claude MEYNARD, François MORELLET, Joe NEILL, Laura NILLNI, Francisco SOBRINO, Kevin YU",NULL,NULL,NULL
"La Passerelle des Pixels","Maternité de l'hôpital Trousseau","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2007-E-PARISMATERNITE","Dimensions : 2 x 12 m x 7 m 
Dimensions : 6.5 x 39.3 x 22.9 ft","-",NULL,"2007-e-parismaternite-1.jpg,2007-e-parismaternite-2.jpg,2007-e-parismaternite-3.jpg,2007-e-parismaternite-4.jpg,2007-e-parismaternite-5.jpg,2007-e-parismaternite-6.jpg,2007-e-parismaternite-7.jpg"
"La peur de la couleur","Galerie Perimeter, Paris","groupe","2012-04-25T00:00:00","2012-07-07T00:00:00",NULL,"2012-E-PARISPERIMETER",NULL,NULL,NULL,"2012-e-parisperimeter-1.jpg,2012-e-parisperimeter-2.jpg,2012-e-parisperimeter-3.jpg,2012-e-parisperimeter-4.jpg,2012-e-parisperimeter-5.jpg,2012-e-parisperimeter-6.jpg"
"La photo à la rescousse de l'art","Centre d'art du Lubéron, Apt","groupe","1988-01-01T00:00:00","1988-01-01T00:00:00",NULL,"1988-E-APT",NULL,NULL,NULL,NULL
"La Photographie comme objet","Galerie Ghislave, Paris (FRA)","groupe","1991-01-01T00:00:00","1991-01-01T00:00:00",NULL,"1991-E-PARISGHISLAVE",NULL,NULL,NULL,NULL
"La Plastica come materiale nobile","Studio Lattuada, Milan (ITA)","groupe","1996-01-01T00:00:00","1996-01-01T00:00:00",NULL,"1996-E-MILAN",NULL,NULL,NULL,NULL
"La Poste inspire les artistes","Musée de la Poste, Paris (FRA)","groupe","2008-03-11T00:00:00","2008-10-31T00:00:00","Musée de la poste","2008-E-PARISMPOSTE","Dans le cadre de l’exposition « La Poste inspire des artistes » organisée du 11 mars au 31 octobre 2008 au Musée de la Poste à Paris, Miguel Chevalier a créé une installation de réalité virtuelle interactive inédite intitulée « L’envolée du courrier ».

Dans la salle finale de l’exposition, les spectateurs font face à un large écran sur lequel est projeté un amoncellement de lettres, cartes postales, colis, disposés ça et là. En se déplaçant sur un sol interactif et en fonction de ses mouvements, le visiteur fait s’envoler et se disperser les centaines de lettres virtuelles, qui grossissent peu à peu jusqu’à être lisibles. Lorsque les spectateurs/acteurs sortent de l’espace, l’ensemble des lettres retombe de manière différente, montrant que l’installation est en perpétuel renouvellement. \"L'envolée du courrier\" dresse un portrait de la correspondance qui nous relie les uns aux autres et de son évolution de la lettre manuscrite au courrier électronique.

Cet événement exceptionnel réunit plus de 150 œuvres provenant en majorité des collections du
Musée de La Poste, souvent méconnues du public.
L’exposition s’étend sur 400 m2. Dans une première salle, les visiteurs découvrent les maquettes destimbres-poste de la série artistique commandés par La Poste depuis 1974. Ce sont des oeuvres
originales signées par Agam, Alechinsky, Arman, Dewasne, Manessier, Pignon, Soulages, Vasarely,
Zao Wou-Ki, Miró… Les deux salles suivantes sont consacrées à l’art postal. La scénographie met envaleur chaque médium postal utilisé et détourné par les artistes tels les cartes postales, les boîtesaux lettres, les sacs postaux, les timbresposte ou les enveloppes. Citons : Les « Compressions de Chèques postaux et de timbres-poste » de César, l’« Accumulation de timbres- poste » d’Arman, les boîtes aux lettres de Skall, Patrick Raynaud, Ben, Saùl Kaminer, la « Boîte alerte. Missives lascives » de Duchamp, les sacs postaux de Télémaque, de l’artiste israélienne Varda Carmeli, de Claude Viallat, les séries de cartes postales créées par les Surréalistes, les Futuristes, Joseph Beuys, Klein, une série de 40 cartes de l’artiste Japonais On Kawara, les enveloppes de Buraglio, Calder, Arroyo, Jean-Pierre Raynaud, André-Pierre Arnal, Christo, Saura…
Dans le dernier espace, la jeune génération de créateurs est mise en avant avec les photographies de Véronique Boyens et Arja Hyytiäinen et les figures textiles de Hélène Barrier. L’exposition se clôt avec l’oeuvre numérique et interactive de l’artiste Miguel Chevalier, « L’envolée du courrier » sur une musique de J.B. Baboni, commande du Musée de La Poste spécialement pour cette exposition. ",NULL,NULL,NULL
"La rencontre des deux mondes","Casa de Velazquez, Madrid (ESP)","perso","1992-05-01T00:00:00","1992-05-31T00:00:00","Michel Sarre assisté de Louis Chavanat","1992-E-MADRIDCVELAZQUEZ","Installation de Miguel Chevalier dans les Jardins de la Casa de Velazquez à Madrid. 4 Scanachromes (Computer Laser Paint Jet) sur Vinyl tendu sur une structure tubulaire et 1 projection sur les façades de la Casa pendant la nuit (canons à lumières et Cibachrome).
Projet réalisé avec le soutien de la Fondation Electricité de France et Rhône-Poulenc (ESP)",NULL,NULL,"1992-e-madrid4.jpg,1992-e-madrid3.jpg,1992-e-madrid2.jpg"
"La vague des Pixels","Cour intérieure du Château comtal de la Cité de Carcassonne","perso","2012-05-18T00:00:00","2012-05-25T00:00:00",NULL,"2012-E-CARCASSONNE","La Vague des Pixels 2012
1ère édition du festival Mai Numérique
Cour intérieure du Château comtal de la Cité de Carcassonne
Invitation du G.R.A.P.H
Avec le partenariat avec le Centre des monuments nationaux
Du 18 au 25 mai 2012 
Miguel Chevalier a présenté en avant première son installation de réalité virtuelle La Vague des Pixels lors du festival Mai Numérique. Projetée sur le mur d'enceinte de la cour du Château Comtal, une vague constituée de motifs en référence à la symbolique de l’univers numérique, ainsi qu'à l’imaginaire médiéval, se formait et déformait indéfiniment, créant des univers sans cesse renouvelés.
La vague ondule tout en réagissant aux déplacements des visiteurs. Le mur semblait bouger, se déformer. L'oeuvre renoue avec l'idée du trompe l'oeil et fait référence aux artistes de l’art cinétique et de l’Op’Art, qui par leurs recherches préfigurent l’univers numérique. (Logiciel Cyrille Henry / Antoine Villeret) ",NULL,NULL,"2012-e-carcassonne-5.jpg,2012-e-carcassonne-2.jpg,2012-e-carcassonne-3.jpg,2012-e-carcassonne-4.jpg,2012-e-carcassonne-6.jpg,2012-e-carcassonne-1.jpg"
"La Vidéo casse le Baroque","Centre Wallonie-Bruxelles, Paris (FRA)","groupe","1990-01-01T00:00:00","1990-01-01T00:00:00",NULL,"1990-E-PARISWALLONIE",NULL,NULL,NULL,NULL
"La Ville","Centre Georges Pompidou, Paris (FRA","groupe","1994-01-01T00:00:00","1994-01-01T00:00:00",NULL,"1994-E-PARISPOMPIDOU",NULL,NULL,NULL,NULL
"La Ville moderne en Europe 1870-1996","Museum of contemporary art, Tokyo (JPN)","groupe","1996-01-01T00:00:00","1996-01-01T00:00:00",NULL,"1996-E-TOKYO",NULL,NULL,NULL,NULL
"Labyrinthe","Galerie Yaki Kornblit, Nassaukade 162-163, 1053 LL Amsterdam (NLD)","perso","1991-02-09T00:00:00","1991-03-09T00:00:00",NULL,"1991-E-AMSTERDAM",NULL,"Doolhof",NULL,"1991-e-amsterdamv.jpg"
"lafayette","Galerie des Galeries Lafayette, Paris (FRA)","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2007-E-PARISGLAFAYETTE","-","-",NULL,"2007-e-parisglafayette-2.jpg,2007-e-parisglafayette-3.jpg,2007-e-parisglafayette-4.jpg,2007-e-parisglafayette-5.jpg,2007-e-parisglafayette-1.jpg"
"Lapis","Centro d'Arte, Taormina (ITA)","groupe","1991-01-01T00:00:00","1991-01-01T00:00:00",NULL,"1991-E-TAORMINA",NULL,NULL,NULL,NULL
"Le 3 maison Saint-Honoré","Le 3 maison Saint-Honoré, 3 rue Duphot, 75001 Paris","groupe","2012-11-16T00:00:00","2012-11-18T00:00:00","Sur une proposition de la galeriste Leïla Voight et avec les collectionneurs Fabrice et Isabelle de Ponfrache","2012-E-PARIS3SAINTHONORE","En marge de PARIS PHOTO, sur une proposition de Leïla Voight, fondatrice du festival international d’art contemporain alpilles-provence’art, les collectionneurs Fabrice et Isabelle de Ponfrache ouvrent LE 3 MAISON SAINT-HONORÉ au FESTIVAL a-part et à :
MIGUEL CHEVALIER, ENDER, KOUKA, ELSA MAZEAU, VINCENT SCALI, OLIVIER VAUVRECY et JACQUES VILLEGLÉ́.
Avec, tout au long de la semaine, des RdV ponctués par les projections des films réalisés par Sylvie Boulloud en 2010, 2011 et 2012, des interventions d’artistes, et trois soirées de discussions* :
- vendredi 16 novembre à 18 heures : COMMENT ET POURQUOI LE STREET ART A MUTÉ EN ART URBAIN, animée par Fabrice de Pontfrache et Ariel Kyrou. 
- samedi 17 novembre à 17 heures 30 : L’ART HORS DES LIEUX ATTENDUS, animée par Gérard Fromanger.
- dimanche 18 novembre à 17 heures : ATTENTES ET RÉACTIONS DES COLLECTIONNEURS FACE À UN FESTIVAL, animée par Victoria Ville-Paris.
Le vernissage eut lieu le lundi 12 novembre à partir de 18 heures.","A part ça tout est dans la rue, la nature, les musées",NULL,NULL
